Numarul Circumscriptiei,Numarul total de alegatori,Raionul RO,Raionul RU,Localitatea/Adresa RO,Localitatea/Adresa RU,Numarul sectiei de vot,Adresa sectiei de vot
12,62053,Raionul FLOREȘTI,Район Флорешть,CAŞUNCA,Кашунка,,
12,62053,Raionul FLOREȘTI,Район Флорешть,CIUTULEŞTI,Чутулешть ,,
12,62053,Raionul FLOREȘTI,Район Флорешть,DOMULGENI,Домулджень,,
12,62053,Raionul FLOREȘTI,Район Флорешть,NICOLAEVCA,Николаевка,,
12,62053,Raionul FLOREȘTI,Район Флорешть,PRODĂNEŞTI,Продэнешть  ,,
12,62053,Raionul FLOREȘTI,Район Флорешть,ŞTEFĂNEŞTI,Штефэнешть,,
13,65073,Raionul REZINA,Район Резина,or. REZINA,г. Резина ,,
13,65073,Raionul REZINA,Район Резина,CINIŞEUŢI,Чинишеуць,,
13,65073,Raionul REZINA,Район Резина,COGÎLNICENI,Когылничень  ,,
13,65073,Raionul REZINA,Район Резина,ECHIMĂUŢI,Екимэуць  ,,
13,65073,Raionul REZINA,Район Резина,GORDINEŞTI,Гординешть,,
13,65073,Raionul REZINA,Район Резина,HORODIŞTE,Хородиште,,
13,65073,Raionul REZINA,Район Резина,IGNĂŢEI,Игнэцей  ,,
13,65073,Raionul REZINA,Район Резина,LIPCENI,Липчень  ,,
13,65073,Raionul REZINA,Район Резина,MATEUŢI,Матеуць,,
13,65073,Raionul REZINA,Район Резина,MEŞENI,Мешень,,
13,65073,Raionul REZINA,Район Резина,MINCENII DE JOS,Минчений де Жос,,
13,65073,Raionul REZINA,Район Резина,PĂPĂUŢI,Пэпэуць  ,,
13,65073,Raionul REZINA,Район Резина,PECIŞTE,Печиште  ,,
13,65073,Raionul REZINA,Район Резина,PRIPICENI-RĂZEŞI,Припичень-Рэзешь,,
13,65073,Raionul REZINA,Район Резина,SAHARNA NOUĂ,Сахарна Ноуэ  ,,
13,65073,Raionul REZINA,Район Резина,SOLONCENI,Солончень,,
13,65073,Raionul REZINA,Район Резина,SÎRCOVA,Сыркова  ,,
13,65073,Raionul REZINA,Район Резина,TRIFEŞTI,Трифешть,,
13,65073,Raionul REZINA,Район Резина,ŢAREUCA,Цареука  ,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,or. ȘOLDĂNEȘTI,г. Шолдэнешть,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,ALCEDAR,Алчедар,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,CLIMĂUŢII DE JOS,Климэуций де Жос,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,COBÎLEA,Кобыля,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,COTIUJENII MARI,Котюжений Марь ,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,CUŞMIRCA,Кушмирка,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,FUZĂUCA,Фузэука,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,GLINJENI,Глинжень,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,MIHULENI,Михулень,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,OLIŞCANI,Олишкань,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,PARCANI,Паркань  ,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,POHOARNA,Похоарна  ,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,POIANA,Пояна  ,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,ROGOJENI,Рогожень,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,SALCIA,Салчия  ,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,SĂMĂŞCANI,Сэмэшкань  ,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,ŞESTACI,Шестачь  ,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,ŞIPCA,Шипка  ,,
13,65073,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,VADUL-RAŞCOV,Вадул-Рашков,,
14,65555,Raionul TELENEȘTI,Район Теленешть,or. TELENEȘTI,г. Теленешть,,
14,65555,Raionul TELENEȘTI,Район Теленешть,BĂNEȘTI,Бэнешть  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,BOGZEŞTI,Богзешть,,
14,65555,Raionul TELENEȘTI,Район Теленешть,BRÎNZENII NOI,Брынзений Ной,,
14,65555,Raionul TELENEȘTI,Район Теленешть,BUDĂI,Будэй  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,CĂZĂNEŞTI,Кэзэнешть,,
14,65555,Raionul TELENEȘTI,Район Теленешть,CHIŞTELNIŢA,Киштелница  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,CHIŢCANII VECHI,Кицканий Векь,,
14,65555,Raionul TELENEȘTI,Район Теленешть,CIULUCANI,Чулукань,,
14,65555,Raionul TELENEȘTI,Район Теленешть,CÎŞLA,Кышла  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,CODRUL NOU,Кодрул Ноу,,
14,65555,Raionul TELENEȘTI,Район Теленешть,COROPCENI,Коропчень ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,CRĂSNĂŞENI,Крэснэшень  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,GHILICENI,Гиличень  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,HIRIŞENI,Хиришень,,
14,65555,Raionul TELENEȘTI,Район Теленешть,INEŞTI,Инешть  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,LEUŞENI,Леушень,,
14,65555,Raionul TELENEȘTI,Район Теленешть,MÎNDREŞTI,Мындрешть  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,NEGURENI,Негурень  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,NUCĂRENI,Нукэрень,,
14,65555,Raionul TELENEȘTI,Район Теленешть,ORDĂŞEI,Ордэшей  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,PISTRUIENI,Пиструень,,
14,65555,Raionul TELENEȘTI,Район Теленешть,RATUŞ,Ратуш  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,SĂRĂTENII VECHI,Сэрэтений Векь ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,SCORŢENI,Скорцень  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,SUHULUCENI,Сухулучень  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,TÎRŞIŢEI,Тыршицей,,
14,65555,Raionul TELENEȘTI,Район Теленешть,ŢÎNŢĂRENI,Цынцэрень  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,VĂSIENI,Вэсиень,,
14,65555,Raionul TELENEȘTI,Район Теленешть,VEREJENI,Вережень  ,,
14,65555,Raionul TELENEȘTI,Район Теленешть,ZGĂRDEŞTI,Згэрдешть,,
14,65555,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,CHIPEŞCA,Кипешка,,
14,65555,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,DOBRUŞA,Добруша,,
14,65555,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,GĂUZENI,Гэузень,,
14,65555,Raionul ȘOLDĂNEȘTI,Район Шолдэнешть,RĂSPOPENI,Рэспопень,,
14,65555,Raionul ORHEI,Район Орхей,CIOCÎLTENI,Чокылтень,,
14,65555,Raionul ORHEI,Район Орхей,CLIŞOVA,Клишова,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,or. CĂLĂRAȘI,г. Кэлэрашь,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,BAHMUT,Бахмут,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,CĂBĂIEȘTI,Кэбэешть  ,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,DERENEU,Деренеу  ,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,HIROVA,Хирова  ,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,HÎRJAUCA,Хыржаука  ,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,HOGINEŞTI,Ходжинешть,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,MELEŞENI,Мелешень  ,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,NIŞCANI,Нишкань  ,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,ONIŞCANI,Онишкань  ,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,PETICENI,Петичень  ,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,RĂDENI,Рэдень,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,SIPOTENI,Сипотень,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,TEMELEUȚI,Темелеуць  ,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,ŢIBIRICA,Цибирика  ,,
15,65522,Raionul CĂLĂRAȘI,Район Кэлэрашь,VĂLCINEŢ,Вэлчинец,,
15,65522,Raionul UNGHENI,Район Унгень,or. CORNEȘTI,г. Корнешть,,
15,65522,Raionul UNGHENI,Район Унгень,AGRONOMOVCA,Агрономовка  ,,
15,65522,Raionul UNGHENI,Район Унгень,ALEXEEVCA,Алексеевка,,
15,65522,Raionul UNGHENI,Район Унгень,BOGHENII NOI,Богений Ной  ,,
15,65522,Raionul UNGHENI,Район Унгень,BUMBĂTA,Бумбэта  ,,
15,65522,Raionul UNGHENI,Район Унгень,BUŞILA,Бушила,,
15,65522,Raionul UNGHENI,Район Унгень,CONDRĂTEŞTI,Кондрэтешть,,
15,65522,Raionul UNGHENI,Район Унгень,CORNEŞTI,Корнешть,,
15,65522,Raionul UNGHENI,Район Унгень,CORNOVA,Корнова  ,,
15,65522,Raionul UNGHENI,Район Унгень,HÎRCEŞTI,Хырчешть,,
15,65522,Raionul UNGHENI,Район Унгень,MĂGURELE,Мэгуреле,,
15,65522,Raionul UNGHENI,Район Унгень,NĂPĂDENI,Нэпэдень,,
15,65522,Raionul UNGHENI,Район Унгень,NEGURENII VECHI,Негурений Векь ,,
15,65522,Raionul UNGHENI,Район Унгень,PÎRLIŢA,Пырлица,,
15,65522,Raionul UNGHENI,Район Унгень,RĂDENII VECHI,Рэдений Векь,,
15,65522,Raionul UNGHENI,Район Унгень,SINEŞTI,Синешть  ,,
15,65522,Raionul UNGHENI,Район Унгень,TEŞCURENI,Тешкурень,,
16,65951,Raionul UNGHENI,Район Унгень,or. UNGHENI,г. Унгень,,
16,65951,Raionul UNGHENI,Район Унгень,BUCIUMENI,Бучумень,,
16,65951,Raionul UNGHENI,Район Унгень,CETIRENI,Четирень  ,,
16,65951,Raionul UNGHENI,Район Унгень,CHIRILENI,Кирилень  ,,
16,65951,Raionul UNGHENI,Район Унгень,CIOROPCANI,Чоропкань  ,,
16,65951,Raionul UNGHENI,Район Унгень,COSTULENI,Костулень  ,,
16,65951,Raionul UNGHENI,Район Унгень,FLORIȚOAIA VECHE,Флорицоая Веке  ,,
16,65951,Raionul UNGHENI,Район Унгень,MĂCĂREȘTI,Мэкэрешть  ,,
16,65951,Raionul UNGHENI,Район Унгень,MĂNOILEȘTI,Мэноилешть,,
16,65951,Raionul UNGHENI,Район Унгень,MORENII NOI,Морений Ной  ,,
16,65951,Raionul UNGHENI,Район Унгень,PETREȘTI,Петрешть  ,,
16,65951,Raionul UNGHENI,Район Унгень,SCULENI,Скулень  ,,
16,65951,Raionul UNGHENI,Район Унгень,TODIREȘTI,Тодирешть,,
16,65951,Raionul UNGHENI,Район Унгень,UNȚEȘTI,Унцешть,,
16,65951,Raionul UNGHENI,Район Унгень,VALEA MARE,Валя Маре  ,,
16,65951,Raionul UNGHENI,Район Унгень,ZAGARANCEA,Загаранча,,
17,61813,Raionul NISPORENI,Район Ниспорень,or. NISPORENI,г. Ниспорень,,
17,61813,Raionul NISPORENI,Район Ниспорень,BĂLĂNEŞTI,Бэлэнешть  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,BĂLĂUREŞTI,Бэлэурешть  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,BĂRBOIENI,Бэрбоень  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,BOLDUREŞTI,Болдурешть,,
17,61813,Raionul NISPORENI,Район Ниспорень,BOLŢUN,Болцун  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,BRĂTULENI,Брэтулень  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,BURSUC,Бурсук  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,CĂLIMĂNEŞTI,Кэлимэнешть  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,CIOREŞTI,Чорешть,,
17,61813,Raionul NISPORENI,Район Ниспорень,CIUTEŞTI,Чутешть  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,CRISTEŞTI,Кристешть  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,GROZEŞTI,Грозешть  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,IURCENI,Юрчень  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,MARINICI,Маринич,,
17,61813,Raionul NISPORENI,Район Ниспорень,MILEŞTI,Милешть  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,SELIŞTE,Селиште  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,ŞIŞCANI,Солтэнешть  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,SOLTĂNEŞTI,Шишкань  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,VALEA-TRESTIENI,Валя-Трестиень ,,
17,61813,Raionul NISPORENI,Район Ниспорень,VĂRZĂREŞTI,Вэрзэрешть  ,,
17,61813,Raionul NISPORENI,Район Ниспорень,VÎNĂTORI,Вынэторь,,
17,61813,Raionul NISPORENI,Район Ниспорень,ZBEROAIA,Збероая,,
17,61813,Raionul STRĂȘENI,Район Стрэшень,DOLNA,Долна  ,,
17,61813,Raionul STRĂȘENI,Район Стрэшень,LOZOVA,Лозова,,
17,61813,Raionul STRĂȘENI,Район Стрэшень,MICLEUȘENI,Миклеушень ,,
18,64388,Raionul ORHEI,Район Орхей,or. ORHEI,г. Орхей,,
18,64388,Raionul ORHEI,Район Орхей,BRĂVICENI,Брэвичень  ,,
18,64388,Raionul ORHEI,Район Орхей,CUCURUZENI,Кукурузень,,
18,64388,Raionul ORHEI,Район Орхей,GHETLOVA,Гетлова ,,
18,64388,Raionul ORHEI,Район Орхей,ISACOVA,Исакова,,
18,64388,Raionul ORHEI,Район Орхей,MĂLĂIEŞTI,Мэлэешть,,
18,64388,Raionul ORHEI,Район Орхей,MITOC,Миток,,
18,64388,Raionul ORHEI,Район Орхей,MOROZENI,Морозень,,
18,64388,Raionul ORHEI,Район Орхей,NECULĂIEUCA,Некулэеука,,
18,64388,Raionul ORHEI,Район Орхей,PELIVAN,Пеливан,,
18,64388,Raionul ORHEI,Район Орхей,PUŢINTEI,Пуцинтей,,
18,64388,Raionul ORHEI,Район Орхей,SELIŞTE,Селиште,,
18,64388,Raionul ORHEI,Район Орхей,VATICI,Ватич,,
18,64388,Raionul ORHEI,Район Орхей,ZORILE,Зориле  ,,
18,64388,Raionul CĂLĂRAȘI,Район Кэлэрашь,BRAVICEA,Бравича  ,,
18,64388,Raionul CĂLĂRAȘI,Район Кэлэрашь,FRUMOASA,Фрумоаса  ,,
18,64388,Raionul CĂLĂRAȘI,Район Кэлэрашь,PĂULEŞTI,Пэулешть  ,,
18,64388,Raionul CĂLĂRAȘI,Район Кэлэрашь,PITUŞCA,Питушка,,
18,64388,Raionul CĂLĂRAȘI,Район Кэлэрашь,RĂCIULA,Рэчула  ,,
18,64388,Raionul CĂLĂRAȘI,Район Кэлэрашь,SĂSENI,Сэсень  ,,
18,64388,Raionul CĂLĂRAȘI,Район Кэлэрашь,VĂRZĂREŞTII NOI,Вэрзэрештий Ной  ,,
19,62606,Raionul ORHEI,Район Орхей,BEREZLOGI,Березлоджь,,
19,62606,Raionul ORHEI,Район Орхей,BIEŞTI,Биешть,,
19,62606,Raionul ORHEI,Район Орхей,BOLOHAN,Болохан,,
19,62606,Raionul ORHEI,Район Орхей,BULĂIEŞTI,Булэешть,,
19,62606,Raionul ORHEI,Район Орхей,CHIPERCENI,Киперчень ,,
19,62606,Raionul ORHEI,Район Орхей,CRIHANA,Крихана,,
19,62606,Raionul ORHEI,Район Орхей,IVANCEA,Иванча,,
19,62606,Raionul ORHEI,Район Орхей,JORA DE MIJLOC,Жора де Мижлок  ,,
19,62606,Raionul ORHEI,Район Орхей,MÎRZEŞTI,Мырзешть,,
19,62606,Raionul ORHEI,Район Орхей,PIATRA,Пятра ,,
19,62606,Raionul ORHEI,Район Орхей,PODGORENI,Подгорень,,
19,62606,Raionul ORHEI,Район Орхей,POHORNICENI,Похорничень ,,
19,62606,Raionul ORHEI,Район Орхей,POHREBENI,Похребень  ,,
19,62606,Raionul ORHEI,Район Орхей,STEP-SOCI,Степ-Сочь,,
19,62606,Raionul ORHEI,Район Орхей,SUSLENI,Суслень,,
19,62606,Raionul ORHEI,Район Орхей,TREBUJENI,Требужень,,
19,62606,Raionul ORHEI,Район Орхей,VÎŞCĂUŢI,Вышкэуць  ,,
19,62606,Raionul ORHEI,Район Орхей,ZAHORENI,Захорень  ,,
19,62606,Raionul REZINA,Район Резина,BUŞĂUCA,Бушэука,,
19,62606,Raionul REZINA,Район Резина,CUIZĂUCA,Куйзэука ,,
19,62606,Raionul REZINA,Район Резина,GHIDULENI,Гидулень  ,,
19,62606,Raionul REZINA,Район Резина,LALOVA,Лалова ,,
19,62606,Raionul REZINA,Район Резина,OTAC,Отак  ,,
19,62606,Raionul REZINA,Район Резина,PERENI,Перень ,,
19,62606,Raionul CRIULENI,Район Криулень,JEVRENI,Жеврень,,
19,62606,Raionul CRIULENI,Район Криулень,MAȘCĂUȚI,Машкэуць,,
19,62606,Raionul CRIULENI,Район Криулень,RĂCULEȘTI,Рэкулешть ,,
19,62606,Raionul DUBĂSARI,Район Дубэсарь,COCIERI,Кочиерь,,
19,62606,Raionul DUBĂSARI,Район Дубэсарь,CORJOVA,Коржова,,
19,62606,Raionul DUBĂSARI,Район Дубэсарь,HOLERCANI,Холеркань  ,,
19,62606,Raionul DUBĂSARI,Район Дубэсарь,MARCĂUȚI,Маркэуць,,
19,62606,Raionul DUBĂSARI,Район Дубэсарь,MOLOVATA,Моловата,,
19,62606,Raionul DUBĂSARI,Район Дубэсарь,MOLOVATA NOUĂ,Моловата Ноуэ,,
19,62606,Raionul DUBĂSARI,Район Дубэсарь,OXENTEA,Оксентя,,
19,62606,Raionul DUBĂSARI,Район Дубэсарь,USTIA,Устия  ,,
20,60995,Raionul STRĂȘENI,Район Стрэшень,or. STRĂȘENI,г. Стрэшень,,
20,60995,Raionul STRĂȘENI,Район Стрэшень,CHIRIANCA,Кириянка  ,,
20,60995,Raionul STRĂȘENI,Район Стрэшень,CODREANCA,Кодрянка,,
20,60995,Raionul STRĂȘENI,Район Стрэшень,GĂLEȘTI,Гэлешть,,
20,60995,Raionul STRĂȘENI,Район Стрэшень,GHELĂUZA,Гелэуза  ,,
20,60995,Raionul STRĂȘENI,Район Стрэшень,GREBLEȘTI,Греблешть,,
20,60995,Raionul STRĂȘENI,Район Стрэшень,MICĂUȚI,Микэуць,,
20,60995,Raionul STRĂȘENI,Район Стрэшень,NEGREȘTI,Негрешть,,
20,60995,Raionul STRĂȘENI,Район Стрэшень,ONEȘTI,Онешть,,
20,60995,Raionul STRĂȘENI,Район Стрэшень,PĂNĂȘEȘTI,Пэнэшешть,,
20,60995,Raionul STRĂȘENI,Район Стрэшень,RĂDENI,Рэдень,,
20,60995,Raionul STRĂȘENI,Район Стрэшень,RECEA,Реча,,
20,60995,Raionul STRĂȘENI,Район Стрэшень,ROMĂNEȘTI,Ромэнешть  ,,
20,60995,Raionul STRĂȘENI,Район Стрэшень,ROȘCANI,Рошкань,,
